title,imdbid,genres
The Last Airbender,938283,Fantasy
Centurion,1020558,Adventure
Centurion,1020558,Action
Centurion,1020558,Drama
The Expendables,1320253,Thriller
The Expendables,1320253,Adventure
The Expendables,1320253,Action
The Sorcerer's Apprentice,963966,Fantasy
The Sorcerer's Apprentice,963966,Adventure
The Sorcerer's Apprentice,963966,Action
The Town,840361,Crime
The Town,840361,Drama
The Town,840361,Thriller
Middle Men,1251757,Drama
Middle Men,1251757,Comedy
Middle Men,1251757,Crime
My Afternoons With Margueritte,1455151,Drama
My Afternoons With Margueritte,1455151,Comedy
Cyrus,1336617,Comedy
Cyrus,1336617,Drama
Cyrus,1336617,Romance
The American,1440728,Crime
The American,1440728,Drama
The American,1440728,Thriller
Cop Out,1385867,Action
Cop Out,1385867,Comedy
Cop Out,1385867,Crime
The Losers,480255,Action
The Losers,480255,Adventure
The Losers,480255,Crime
The Losers,480255,Mystery
The Losers,480255,Thriller
Submarino,1322385,Drama
Monga,1604900,Thriller
Dinner for Schmucks,427152,Comedy
The Social Network,1285016,Drama
Let Me In,1228987,Drama
Let Me In,1228987,Horror
Let Me In,1228987,Mystery
Buried,1462758,Drama
Buried,1462758,Thriller
Buried,1462758,Mystery
13 Assassins,1436045,Adventure
13 Assassins,1436045,Drama
13 Assassins,1436045,Action
TRON: Legacy,1104001,Adventure
TRON: Legacy,1104001,Action
TRON: Legacy,1104001,Science Fiction
Charlie St. Cloud,1438254,Drama
Charlie St. Cloud,1438254,Romance
Jack and the Beanstalk,1079968,Adventure
Jack and the Beanstalk,1079968,Comedy
Jack and the Beanstalk,1079968,Family
Jack and the Beanstalk,1079968,Fantasy
Simple Simon,1686313,Comedy
Simple Simon,1686313,Drama
Biutiful,1164999,Drama
It's Kind of a Funny Story,804497,Comedy
It's Kind of a Funny Story,804497,Drama
Submarine,1440292,Drama
Submarine,1440292,Comedy
Submarine,1440292,Romance
Due Date,1231583,Comedy
Due Date,1231583,Drama
Takers,1135084,Action
Takers,1135084,Crime
Takers,1135084,Drama
Takers,1135084,Thriller
Super,1512235,Comedy
Super,1512235,Action
Super,1512235,Drama
Everything Must Go,1531663,Comedy
Everything Must Go,1531663,Drama
Everything Must Go,1531663,Romance
Batman: Under the Red Hood,1569923,Science Fiction
Batman: Under the Red Hood,1569923,Crime
Batman: Under the Red Hood,1569923,Action
Batman: Under the Red Hood,1569923,Animation
Batman: Under the Red Hood,1569923,Mystery
Casino Jack,1194417,Comedy
Casino Jack,1194417,Crime
Casino Jack,1194417,Drama
The Human Resources Manager,1311075,Comedy
The Human Resources Manager,1311075,Drama
Animal Kingdom,1313092,Drama
Animal Kingdom,1313092,Thriller
Animal Kingdom,1313092,Crime
Animal Kingdom,1313092,Mystery
Beginners,1532503,Drama
Beginners,1532503,Romance
Beginners,1532503,Comedy
Post Mortem,1714886,Thriller
Post Mortem,1714886,Drama
Post Mortem,1714886,Horror
Happythankyoumoreplease,1481572,Comedy
Happythankyoumoreplease,1481572,Drama
Happythankyoumoreplease,1481572,Romance
The Trip,1740047,Comedy
The Trip,1740047,Drama
Wild Target,1235189,Action
Wild Target,1235189,Comedy
Senna,1424432,Documentary
Troll Hunter,1740707,Fantasy
Troll Hunter,1740707,Horror
Outside the Law,1229381,Action
Outside the Law,1229381,Drama
Outside the Law,1229381,History
Outside the Law,1229381,War
Stake Land,1464580,Drama
Stake Land,1464580,Horror
Stake Land,1464580,Science Fiction
King of Devil's Island,1332134,Drama
King of Devil's Island,1332134,Action
Justice League: Crisis on Two Earths,1494772,Action
Justice League: Crisis on Two Earths,1494772,Adventure
Justice League: Crisis on Two Earths,1494772,Animation
Justice League: Crisis on Two Earths,1494772,Science Fiction
Ip Man 2,1386932,Action
Ip Man 2,1386932,History
Ip Man 2,1386932,Drama
The Hunter,1190072,Drama
The Hunter,1190072,Thriller
I Saw the Devil,1588170,Thriller
I Saw the Devil,1588170,Horror
Four Lions,1341167,Comedy
Four Lions,1341167,Crime
Four Lions,1341167,Drama
Edge of Darkness,1226273,Crime
Edge of Darkness,1226273,Drama
Edge of Darkness,1226273,Mystery
Edge of Darkness,1226273,Thriller
Frozen,1323045,Thriller
The Killer Inside Me,954947,Crime
The Killer Inside Me,954947,Drama
The Killer Inside Me,954947,Thriller
Vanishing on 7th Street,1452628,Mystery
Vanishing on 7th Street,1452628,Horror
Vanishing on 7th Street,1452628,Thriller
Pete Smalls Is Dead,1381413,Comedy
London Boulevard,1213648,Drama
London Boulevard,1213648,Crime
Love in a Puff,1602479,Comedy
Love in a Puff,1602479,Drama
Love in a Puff,1602479,Romance
Easy Money,1291652,Drama
Easy Money,1291652,Thriller
Easy Money,1291652,Crime
18 Years Later,1433802,Comedy
Jack Goes Boating,1278379,Comedy
Jack Goes Boating,1278379,Drama
Jack Goes Boating,1278379,Romance
The Reef,1320291,Drama
The Reef,1320291,Horror
The Reef,1320291,Thriller
22 Bullets,1167638,Drama
22 Bullets,1167638,Crime
22 Bullets,1167638,Thriller
Third Star,1510906,Drama
Sasha,1667691,Comedy
Sasha,1667691,Drama
Yu-Gi-Oh!: Bonds Beyond Time,1587157,Animation
Yu-Gi-Oh!: Bonds Beyond Time,1587157,Fantasy
Gantz,1525835,Horror
Gantz,1525835,Action
Gantz,1525835,Science Fiction
The Green Hornet,990407,Action
The Green Hornet,990407,Crime
The Green Hornet,990407,Comedy
I Am Number Four,1464540,Action
I Am Number Four,1464540,Thriller
I Am Number Four,1464540,Science Fiction
I Am Number Four,1464540,Adventure
Rango,1192628,Animation
Rango,1192628,Comedy
Rango,1192628,Family
Rango,1192628,Western
Rango,1192628,Adventure
Battle: Los Angeles,1217613,Science Fiction
Battle: Los Angeles,1217613,Action
Beastly,1152398,Drama
Beastly,1152398,Fantasy
Beastly,1152398,Romance
S.W.A.T.: Firefight,1621429,Action
S.W.A.T.: Firefight,1621429,Crime
S.W.A.T.: Firefight,1621429,Thriller
The Lincoln Lawyer,1189340,Crime
The Lincoln Lawyer,1189340,Drama
The Lincoln Lawyer,1189340,Thriller
Source Code,945513,Thriller
Source Code,945513,Science Fiction
Source Code,945513,Mystery
Limitless,1219289,Thriller
Limitless,1219289,Mystery
Limitless,1219289,Science Fiction
Your Highness,1240982,Comedy
Your Highness,1240982,Fantasy
Rio,1436562,Animation
Rio,1436562,Adventure
Rio,1436562,Comedy
Rio,1436562,Family
Hesher,1403177,Drama
Pirates of the Caribbean: On Stranger Tides,1298650,Adventure
Pirates of the Caribbean: On Stranger Tides,1298650,Action
Pirates of the Caribbean: On Stranger Tides,1298650,Fantasy
Water for Elephants,1067583,Drama
Water for Elephants,1067583,Romance
Too Big to Fail,1742683,Drama
Too Big to Fail,1742683,TV Movie
The Hangover Part II,1411697,Comedy
Green Lantern,1133985,Adventure
Green Lantern,1133985,Action
Green Lantern,1133985,Thriller
Green Lantern,1133985,Science Fiction
Mr. Popper's Penguins,1396218,Comedy
Mr. Popper's Penguins,1396218,Family
Captain America: The First Avenger,458339,Action
Captain America: The First Avenger,458339,Adventure
Captain America: The First Avenger,458339,Science Fiction
Cowboys & Aliens,409847,Action
Cowboys & Aliens,409847,Science Fiction
Cowboys & Aliens,409847,Thriller
Cowboys & Aliens,409847,Western
Rise of the Planet of the Apes,1318514,Thriller
Rise of the Planet of the Apes,1318514,Action
Rise of the Planet of the Apes,1318514,Drama
Rise of the Planet of the Apes,1318514,Science Fiction
30 Minutes or Less,1622547,Action
30 Minutes or Less,1622547,Adventure
30 Minutes or Less,1622547,Comedy
The Guard,1540133,Action
The Guard,1540133,Comedy
The Guard,1540133,Thriller
The Guard,1540133,Crime
The Inbetweeners Movie,1716772,Comedy
Donovan's Echo,1743922,Fantasy
Donovan's Echo,1743922,Mystery
Donovan's Echo,1743922,Drama
Moneyball,1210166,Drama
Starbuck,1756750,Comedy
The Ides of March,1124035,Drama
Tinker Tailor Soldier Spy,1340800,Drama
Tinker Tailor Soldier Spy,1340800,Thriller
Tinker Tailor Soldier Spy,1340800,Mystery
Page One: Inside the New York Times,1787777,Documentary
Real Steel,433035,Action
Real Steel,433035,Science Fiction
Real Steel,433035,Drama
The Artist,1655442,Drama
The Artist,1655442,Comedy
The Artist,1655442,Romance
The Captains,1946421,Documentary
The Captains,1946421,Science Fiction
In Time,1637688,Action
In Time,1637688,Thriller
In Time,1637688,Science Fiction
The Adventures of Tintin,983193,Adventure
The Adventures of Tintin,983193,Animation
The Adventures of Tintin,983193,Mystery
Margin Call,1615147,Thriller
Margin Call,1615147,Drama
A Very Harold & Kumar Christmas,1268799,Comedy
Free Men,1699185,Drama
Free Men,1699185,History
The Muppets,1204342,Family
The Muppets,1204342,Comedy
The Muppets,1204342,Music
Priest,822847,Horror
Priest,822847,Action
Priest,822847,Thriller
The Intouchables,1675434,Drama
The Intouchables,1675434,Comedy
Sherlock Holmes: A Game of Shadows,1515091,Adventure
Sherlock Holmes: A Game of Shadows,1515091,Action
Sherlock Holmes: A Game of Shadows,1515091,Crime
Sherlock Holmes: A Game of Shadows,1515091,Mystery
The Girl with the Dragon Tattoo,1568346,Thriller
The Girl with the Dragon Tattoo,1568346,Crime
The Girl with the Dragon Tattoo,1568346,Mystery
Diary of a Wimpy Kid: Rodrick Rules,1650043,Family
Diary of a Wimpy Kid: Rodrick Rules,1650043,Comedy
War Horse,1568911,War
War Horse,1568911,Drama
War Horse,1568911,Action
Tower Heist,471042,Action
Tower Heist,471042,Comedy
Mission: Impossible - Ghost Protocol,1229238,Action
Mission: Impossible - Ghost Protocol,1229238,Thriller
Mission: Impossible - Ghost Protocol,1229238,Adventure
The Rum Diary,376136,Comedy
The Rum Diary,376136,Drama
Once Upon a Time in Anatolia,1827487,Drama
Once Upon a Time in Anatolia,1827487,Crime
Cedar Rapids,1477837,Comedy
Warrior,1291584,Drama
Warrior,1291584,Action
The Human Centipede 2 (Full Sequence),1530509,Drama
The Human Centipede 2 (Full Sequence),1530509,Horror
The Human Centipede 2 (Full Sequence),1530509,Crime
This Is Not a Film,1667905,Documentary
Familiar Grounds,1671457,Drama
Sleepless Night,1683921,Drama
Sleepless Night,1683921,Thriller
Headhunters,1614989,Thriller
Headhunters,1614989,Crime
Headhunters,1614989,Action
We Have a Pope,1456472,Drama
We Have a Pope,1456472,Comedy
The Art of Getting By,1645080,Drama
The Art of Getting By,1645080,Romance
Shame,1723811,Drama
This Must Be the Place,1440345,Drama
Colombiana,1657507,Action
Colombiana,1657507,Thriller
Colombiana,1657507,Crime
Colombiana,1657507,Drama
Blackthorn,1629705,Adventure
Blackthorn,1629705,Action
Blackthorn,1629705,Western
Jackpot,1809231,Action
Jackpot,1809231,Comedy
Jackpot,1809231,Crime
Nicostratos the Pelican,1891942,Comedy
Nicostratos the Pelican,1891942,Drama
When Pigs Have Wings,1735200,Comedy
Juan of the Dead,1838571,Horror
Juan of the Dead,1838571,Comedy
The Double,1646980,Action
The Double,1646980,Drama
The Double,1646980,Crime
Weekend,1714210,Drama
Weekend,1714210,Romance
Arthur Christmas,1430607,Drama
Arthur Christmas,1430607,Animation
Arthur Christmas,1430607,Family
Arthur Christmas,1430607,Comedy
All Superheroes Must Die,1836212,Science Fiction
All Superheroes Must Die,1836212,Thriller
The Change-Up,1488555,Comedy
State of Emergency,1705134,Science Fiction
State of Emergency,1705134,Thriller
Unknown,1401152,Action
Unknown,1401152,Mystery
Unknown,1401152,Thriller
"Oslo, August 31st",1736633,Drama
Sleep Tight,1437358,Thriller
Sleep Tight,1437358,Horror
The Hidden Face,1772250,Thriller
The Hidden Face,1772250,Mystery
One Day,1563738,Drama
One Day,1563738,Romance
Faust,1437357,Fantasy
Faust,1437357,Drama
Bernie,1704573,Comedy
Bernie,1704573,Crime
Bernie,1704573,Drama
Abduction,1600195,Thriller
Abduction,1600195,Action
Abduction,1600195,Mystery
The Dilemma,1578275,Comedy
The Dilemma,1578275,Drama
Gantz: Perfect Answer,1525836,Action
Gantz: Perfect Answer,1525836,Mystery
Gantz: Perfect Answer,1525836,Science Fiction
Gantz: Perfect Answer,1525836,Horror
Ironclad,1233301,Romance
Ironclad,1233301,Adventure
Ironclad,1233301,Action
Ironclad,1233301,History
Chronicle,1706593,Science Fiction
Chronicle,1706593,Drama
Chronicle,1706593,Thriller
The Woman in Black,1596365,Drama
The Woman in Black,1596365,Horror
The Woman in Black,1596365,Thriller
Wrath of the Titans,1646987,Fantasy
Wrath of the Titans,1646987,Adventure
The Pirates! In an Adventure with Scientists!,1430626,Animation
The Pirates! In an Adventure with Scientists!,1430626,Adventure
The Pirates! In an Adventure with Scientists!,1430626,Family
The Pirates! In an Adventure with Scientists!,1430626,Comedy
Battleship,1440129,Thriller
Battleship,1440129,Action
Battleship,1440129,Adventure
Battleship,1440129,Science Fiction
The Avengers,848228,Science Fiction
The Avengers,848228,Action
The Avengers,848228,Adventure
The Raven,1486192,Crime
The Raven,1486192,Thriller
The Raven,1486192,Mystery
That's My Boy,1232200,Comedy
That's My Boy,1232200,Drama
Men in Black 3,1409024,Action
Men in Black 3,1409024,Comedy
Men in Black 3,1409024,Science Fiction
Chernobyl Diaries,1991245,Horror
Chernobyl Diaries,1991245,Thriller
The Dictator,1645170,Comedy
Man on a Ledge,1568338,Action
Man on a Ledge,1568338,Thriller
Man on a Ledge,1568338,Crime
The Dark Knight Rises,1345836,Action
The Dark Knight Rises,1345836,Crime
The Dark Knight Rises,1345836,Drama
The Dark Knight Rises,1345836,Thriller
Cosmopolis,1480656,Drama
Lawless,1212450,Crime
Lawless,1212450,Drama
Lawless,1212450,Western
Holy Motors,2076220,Drama
Holy Motors,2076220,Fantasy
The Lorax,1482459,Animation
The Lorax,1482459,Family
The Campaign,1790886,Comedy
Robot & Frank,1990314,Science Fiction
Robot & Frank,1990314,Comedy
Robot & Frank,1990314,Drama
Robot & Frank,1990314,Crime
The Words,1840417,Drama
The Words,1840417,Thriller
Seeking a Friend for the End of the World,1307068,Comedy
Seeking a Friend for the End of the World,1307068,Drama
Seeking a Friend for the End of the World,1307068,Romance
Seeking a Friend for the End of the World,1307068,Science Fiction
Total Recall,1386703,Action
Total Recall,1386703,Science Fiction
Total Recall,1386703,Adventure
Total Recall,1386703,Thriller
The Master,1560747,Drama
Looper,1276104,Action
Looper,1276104,Thriller
Looper,1276104,Science Fiction
Seven Psychopaths,1931533,Comedy
Seven Psychopaths,1931533,Crime
Red Dawn,1234719,Action
Red Dawn,1234719,Thriller
Jack Reacher,790724,Crime
Jack Reacher,790724,Drama
Jack Reacher,790724,Thriller
Jack Reacher,790724,Action
Rise of the Guardians,1446192,Family
Rise of the Guardians,1446192,Animation
Rise of the Guardians,1446192,Fantasy
Rise of the Guardians,1446192,Action
Rise of the Guardians,1446192,Adventure
Life of Pi,454876,Adventure
Life of Pi,454876,Drama
Dabangg 2,2112131,Action
Dabangg 2,2112131,Comedy
Dabangg 2,2112131,Crime
Django Unchained,1853728,Drama
Django Unchained,1853728,Western
Berberian Sound Studio,1833844,Horror
Berberian Sound Studio,1833844,Drama
Berberian Sound Studio,1833844,Thriller
Safe,1656190,Action
Safe,1656190,Crime
Safe,1656190,Thriller
No,2059255,Drama
No,2059255,History
V/H/S,2105044,Thriller
V/H/S,2105044,Horror
Le grand soir,2008562,Comedy
The Place Beyond the Pines,1817273,Drama
The Place Beyond the Pines,1817273,Crime
A Coffee in Berlin,1954701,Drama
A Coffee in Berlin,1954701,Comedy
The Angels' Share,1924394,Drama
The Angels' Share,1924394,Comedy
Gambit,404978,Comedy
Gambit,404978,Crime
Four Assassins,1478804,Thriller
The Man with the Iron Fists,1258972,Action
Papadopoulos & Sons,2006810,Comedy
Papadopoulos & Sons,2006810,Drama
Interview with a Hitman,2061712,Action
Interview with a Hitman,2061712,Thriller
John Dies at the End,1783732,Horror
John Dies at the End,1783732,Comedy
The Company You Keep,1381404,Drama
The Company You Keep,1381404,Thriller
Citadel,1641975,Drama
Citadel,1641975,Horror
Citadel,1641975,Thriller
Extracted,1757746,Science Fiction
Extracted,1757746,Thriller
The Bay,1713476,Horror
The Bay,1713476,Science Fiction
The Bay,1713476,Thriller
A Hijacking,2216240,Thriller
A Hijacking,2216240,Drama
Ernest & Celestine,1816518,Animation
Ernest & Celestine,1816518,Comedy
Ernest & Celestine,1816518,Drama
Ernest & Celestine,1816518,Family
Ernest & Celestine,1816518,Adventure
"Tad, the Lost Explorer",1764625,Animation
"Tad, the Lost Explorer",1764625,Comedy
"Tad, the Lost Explorer",1764625,Adventure
"Tad, the Lost Explorer",1764625,Family
Kill 'em All,1928335,Action
Kill 'em All,1928335,Crime
Kill 'em All,1928335,Thriller
Erased,1645155,Action
Erased,1645155,Thriller
The Devil's Carnival,2204379,Horror
Being Flynn,455323,Drama
Two Rabbits,1753722,Action
Two Rabbits,1753722,Crime
Two Rabbits,1753722,Drama
Liberal Arts,1872818,Romance
Liberal Arts,1872818,Comedy
Liberal Arts,1872818,Drama
Vanishing Waves,2208216,Romance
Vanishing Waves,2208216,Science Fiction
Vanishing Waves,2208216,Thriller
The Citizen,1942989,
Asterix & Obelix: God Save Britannia,1597522,Family
Asterix & Obelix: God Save Britannia,1597522,Adventure
Asterix & Obelix: God Save Britannia,1597522,Comedy
Project X,1636826,Comedy
The Deep,1764275,Drama
Journey 2: The Mysterious Island,1397514,Adventure
Journey 2: The Mysterious Island,1397514,Action
Journey 2: The Mysterious Island,1397514,Science Fiction
Gangster Squad,1321870,Crime
Gangster Squad,1321870,Drama
Gangster Squad,1321870,Action
Gangster Squad,1321870,Thriller
The Incredible Burt Wonderstone,790628,Comedy
Olympus Has Fallen,2302755,Action
Olympus Has Fallen,2302755,Thriller
Mud,1935179,Drama
Free Fall,2617828,Drama
Free Fall,2617828,Romance
Vai Que Dá Certo,2220408,Comedy
Star Trek Into Darkness,1408101,Action
Star Trek Into Darkness,1408101,Adventure
Star Trek Into Darkness,1408101,Science Fiction
The Grandmaster,1462900,Action
The Grandmaster,1462900,Drama
The Grandmaster,1462900,History
This Is the End,1245492,Action
This Is the End,1245492,Comedy
Behind the Candelabra,1291580,Drama
Behind the Candelabra,1291580,Romance
Now You See Me,1670345,Thriller
Now You See Me,1670345,Crime
After Earth,1815862,Science Fiction
After Earth,1815862,Action
After Earth,1815862,Adventure
21 & Over,1711425,Comedy
Pain & Gain,1980209,Crime
Pain & Gain,1980209,Action
Pain & Gain,1980209,Comedy
SAGA - Curse of the Shadow,2250234,Action
SAGA - Curse of the Shadow,2250234,Fantasy
SAGA - Curse of the Shadow,2250234,Adventure
The Internship,2234155,Comedy
The Numbers Station,1659338,Action
The Numbers Station,1659338,Thriller
Monsters University,1453405,Animation
Monsters University,1453405,Family
The Lone Ranger,1210819,Action
The Lone Ranger,1210819,Adventure
The Lone Ranger,1210819,Western
Pacific Rim,1663662,Action
Pacific Rim,1663662,Science Fiction
Pacific Rim,1663662,Adventure
R.I.P.D.,790736,Fantasy
R.I.P.D.,790736,Action
R.I.P.D.,790736,Comedy
R.I.P.D.,790736,Crime
Welcome to the Punch,1684233,Action
Welcome to the Punch,1684233,Adventure
Welcome to the Punch,1684233,Crime
2 Guns,1272878,Action
2 Guns,1272878,Comedy
2 Guns,1272878,Crime
Computer Chess,2007360,Comedy
Planes,1691917,Animation
Planes,1691917,Family
Planes,1691917,Adventure
Planes,1691917,Comedy
Killing Season,1480295,Action
Killing Season,1480295,Thriller
UMMAH - Unter Freunden,2664258,Comedy
The Colony,1160996,Action
The Colony,1160996,Science Fiction
The Colony,1160996,Horror
Age of Uprising: The Legend of Michael Kohlhaas,2054790,Drama
Age of Uprising: The Legend of Michael Kohlhaas,2054790,History
Finsterworld,2338864,Drama
Captain Phillips,1535109,Action
Captain Phillips,1535109,Drama
Captain Phillips,1535109,Thriller
Filth,1450321,Crime
Filth,1450321,Drama
Filth,1450321,Comedy
The Fifth Estate,1837703,Drama
The Fifth Estate,1837703,Thriller
Beltracchi: The Art of Forgery,3212568,Crime
Beltracchi: The Art of Forgery,3212568,Documentary
Beltracchi: The Art of Forgery,3212568,History
Inside Llewyn Davis,2042568,Drama
Inside Llewyn Davis,2042568,Music
Night Train to Lisbon,1654523,Mystery
Night Train to Lisbon,1654523,Romance
Night Train to Lisbon,1654523,Thriller
Out of the Furnace,1206543,Thriller
Out of the Furnace,1206543,Drama
Out of the Furnace,1206543,Crime
A Good Day to Die Hard,1606378,Action
A Good Day to Die Hard,1606378,Thriller
The Physician,2101473,Adventure
The Physician,2101473,Drama
The Physician,2101473,History
"Me, Myself and Mum",2315200,Comedy
Mandela: Long Walk to Freedom,2304771,Drama
Mandela: Long Walk to Freedom,2304771,History
Rush,1979320,Drama
Rush,1979320,Action
Still Life,2395417,Drama
Some Girl(s),2201221,Comedy
Some Girl(s),2201221,Drama
Gimme Shelter,1657510,Drama
Last Vegas,1204975,Comedy
Long Live Freedom,2523600,Drama
The 100 Year-Old Man Who Climbed Out the Window and Disappeared,2113681,Adventure
The 100 Year-Old Man Who Climbed Out the Window and Disappeared,2113681,Comedy
The 100 Year-Old Man Who Climbed Out the Window and Disappeared,2113681,Drama
Kill Your Darlings,1311071,Drama
Kill Your Darlings,1311071,Romance
Kill Your Darlings,1311071,Thriller
Finding Mr. Right,2169322,Comedy
Finding Mr. Right,2169322,Romance
Interior. Leather Bar.,2352488,Drama
The Last Stand,1549920,Action
The Last Stand,1549920,Crime
The Last Stand,1549920,Thriller
The Grand Seduction,2319580,Comedy
Wrong Cops,2166616,Comedy
Wrong Cops,2166616,Crime
Wrong Cops,2166616,Mystery
The Priest's Children,2395421,Comedy
The Priest's Children,2395421,Drama
Le Week-End,2392326,Comedy
Le Week-End,2392326,Drama
Rewind,2193185,Science Fiction
Rewind,2193185,TV Movie
Stalingrad,1966566,War
Stalingrad,1966566,Action
Stalingrad,1966566,Drama
Enemy,2316411,Thriller
Enemy,2316411,Mystery
The Selfish Giant,2304426,Drama
Cheap Thrills,2389182,Comedy
Cheap Thrills,2389182,Crime
Cheap Thrills,2389182,Drama
The Best Offer,1924396,Drama
The Best Offer,1924396,Romance
The Best Offer,1924396,Crime
She Made Them Do It,2336846,TV Movie
She Made Them Do It,2336846,Drama
She Made Them Do It,2336846,Crime
CBGB,1786751,Drama
CBGB,1786751,Music
Delivery Man,2387559,Comedy
The Double,1825157,Thriller
The Double,1825157,Drama
Hammer of the Gods,2193418,History
Hammer of the Gods,2193418,Action
Hammer of the Gods,2193418,Adventure
Jack Ryan: Shadow Recruit,1205537,Action
Jack Ryan: Shadow Recruit,1205537,Drama
Jack Ryan: Shadow Recruit,1205537,Thriller
The Adventurer: The Curse of the Midas Box,1376213,Fantasy
The Adventurer: The Curse of the Midas Box,1376213,Adventure
The Adventurer: The Curse of the Midas Box,1376213,Family
"I, Frankenstein",1418377,Horror
"I, Frankenstein",1418377,Thriller
Mr. Peabody & Sherman,864835,Animation
Mr. Peabody & Sherman,864835,Adventure
Mr. Peabody & Sherman,864835,Family
The Grand Budapest Hotel,2278388,Comedy
The Grand Budapest Hotel,2278388,Drama
300: Rise of an Empire,1253863,Action
300: Rise of an Empire,1253863,Drama
300: Rise of an Empire,1253863,War
Million Dollar Arm,1647668,Drama
Transcendence,2209764,Thriller
Transcendence,2209764,Science Fiction
Transcendence,2209764,Drama
Transcendence,2209764,Mystery
The Amazing Spider-Man 2,1872181,Action
The Amazing Spider-Man 2,1872181,Adventure
The Amazing Spider-Man 2,1872181,Fantasy
Muppets Most Wanted,2281587,Comedy
Muppets Most Wanted,2281587,Adventure
Muppets Most Wanted,2281587,Crime
Muppets Most Wanted,2281587,Family
Chef,2883512,Comedy
Futuro Beach,2199543,Drama
X-Men: Days of Future Past,1877832,Action
X-Men: Days of Future Past,1877832,Adventure
X-Men: Days of Future Past,1877832,Fantasy
X-Men: Days of Future Past,1877832,Science Fiction
Edge of Tomorrow,1631867,Action
Edge of Tomorrow,1631867,Science Fiction
The Bag Man,2212008,Crime
The Bag Man,2212008,Drama
The Bag Man,2212008,Thriller
What We Do in the Shadows,3416742,Comedy
What We Do in the Shadows,3416742,Horror
How to Train Your Dragon 2,1646971,Fantasy
How to Train Your Dragon 2,1646971,Action
How to Train Your Dragon 2,1646971,Adventure
How to Train Your Dragon 2,1646971,Animation
How to Train Your Dragon 2,1646971,Comedy
How to Train Your Dragon 2,1646971,Family
Dawn of the Planet of the Apes,2103281,Science Fiction
Dawn of the Planet of the Apes,2103281,Action
Dawn of the Planet of the Apes,2103281,Drama
Dawn of the Planet of the Apes,2103281,Thriller
Planes: Fire & Rescue,2980706,Animation
Planes: Fire & Rescue,2980706,Comedy
Planes: Fire & Rescue,2980706,Adventure
Planes: Fire & Rescue,2980706,Family
Jimmy's Hall,3110960,History
Jimmy's Hall,3110960,Drama
Need for Speed,2369135,Action
Need for Speed,2369135,Crime
Need for Speed,2369135,Drama
Need for Speed,2369135,Thriller
Hector and the Search for Happiness,1626146,Adventure
Hector and the Search for Happiness,1626146,Drama
Hector and the Search for Happiness,1626146,Comedy
When the Game Stands Tall,2247476,Drama
Sin City: A Dame to Kill For,458481,Crime
Sin City: A Dame to Kill For,458481,Action
Sin City: A Dame to Kill For,458481,Thriller
Frank,1605717,Comedy
Frank,1605717,Drama
Frank,1605717,Mystery
The November Man,2402157,Crime
The November Man,2402157,Action
The November Man,2402157,Thriller
The Drop,1600196,Drama
The Drop,1600196,Crime
The Maze Runner,1790864,Action
The Maze Runner,1790864,Mystery
The Maze Runner,1790864,Science Fiction
The Maze Runner,1790864,Thriller
The Riot Club,2717860,Drama
The Riot Club,2717860,Thriller
A Walk Among the Tombstones,365907,Crime
A Walk Among the Tombstones,365907,Drama
A Walk Among the Tombstones,365907,Mystery
A Walk Among the Tombstones,365907,Thriller
The Equalizer,455944,Thriller
The Equalizer,455944,Action
The Equalizer,455944,Crime
Whiplash,2582802,Drama
Whiplash,2582802,Music
The Inbetweeners 2,3097204,Comedy
The Pasta Detectives,1679276,Family
The Pasta Detectives,1679276,Adventure
The Pasta Detectives,1679276,Comedy
Fury,2713180,War
Fury,2713180,Drama
Fury,2713180,Action
The Salvation,2720680,Drama
The Salvation,2720680,Western
Automata,1971325,Thriller
Automata,1971325,Science Fiction
John Wick,2911666,Action
John Wick,2911666,Thriller
In Order of Disappearance,2675914,Thriller
In Order of Disappearance,2675914,Action
In Order of Disappearance,2675914,Comedy
In Order of Disappearance,2675914,Crime
The Interview,2788710,Action
The Interview,2788710,Comedy
Inherent Vice,1791528,Drama
Inherent Vice,1791528,Mystery
Inherent Vice,1791528,Comedy
Citizenfour,4044364,Documentary
Foxcatcher,1100089,Drama
Foxcatcher,1100089,Thriller
A Pigeon Sat on a Branch Reflecting on Existence,1883180,Drama
A Pigeon Sat on a Branch Reflecting on Existence,1883180,Comedy
The Homesman,2398231,Western
The Homesman,2398231,Drama
The Hobbit: The Battle of the Five Armies,2310332,Action
The Hobbit: The Battle of the Five Armies,2310332,Adventure
The Hobbit: The Battle of the Five Armies,2310332,Fantasy
Mr. Turner,2473794,History
Mr. Turner,2473794,Drama
American Sniper,2179136,War
American Sniper,2179136,Action
The Normal Heart,1684226,Drama
El Niño,2093990,Action
El Niño,2093990,Drama
El Niño,2093990,Thriller
God's Pocket,2920808,Drama
Cuban Fury,2390237,Comedy
The Last Five Years,2474024,Comedy
The Last Five Years,2474024,Drama
The Last Five Years,2474024,Music
The Last Five Years,2474024,Romance
Spanish Affair,2955316,Comedy
Spanish Affair,2955316,Romance
X+Y,3149038,Drama
Cooties,2490326,Comedy
Cooties,2490326,Horror
Paper Planes,3328716,Comedy
Paper Planes,3328716,Family
Paper Planes,3328716,Drama
Rosewater,2752688,Drama
Dark Was the Night,2251281,Horror
Dark Was the Night,2251281,Thriller
Comet,2965412,Science Fiction
Comet,2965412,Comedy
Comet,2965412,Romance
Court,3717068,Drama
